store_name,phone_numbers,website,cashback_percentage,rating,rating_count,categories,main_category,active,instagram,facebook,notes,city,district,street,house,address_notes,coordinates,operating_hours,total_locations
Qartal Market,,,1.0,,0,Supermarketlər,Supermarketlər,True,https://www.instagram.com/qartal_supermarket/,,,Bakı,Xəzər,Bünyadzadə,16,OBA Marketin və 117 № məktəbin yaxınlığında,"40.451197,50.094782",mon: 07:30-00:00; tue: 07:30-00:00; wed: 07:30-00:00; thu: 07:30-00:00; fri: 07:30-00:00; sat: 07:30-00:00; sun: 07:30-00:00,1
Xəzər Market,,,1.0,4.4,709,Supermarketlər | Supermarketlər | Supermarketlər,Supermarketlər,True,,,,Bakı,Xəzər,Əli İsazadə,299,Mebel dükanın yaxınlığında,"40.378009,49.85344",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,3
VISA Umico Market,+994994111223,,0.0,,0,,,True,,,,Bakı,Nərimanov,1,,,"40.378009,49.85344",sun: 09:00-18:00; sat: 09:00-18:00; fri: 09:00-18:00; thu: 09:00-18:00; wed: 09:00-18:00; tue: 09:00-18:00; mon: 09:00-18:00,1
VISA,+994111111111,,0.0,4.8,367,,,True,,,,Bakı,Nərimanov,1,,,"40.378009,49.85344",sun: 09:00-18:00; sat: 09:00-18:00; fri: 09:00-18:00; thu: 09:00-18:00; wed: 09:00-18:00; tue: 09:00-18:00; mon: 09:00-18:00,2
RB Home,,,1.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,,,,Bakı,Binəqədi,Abay Kunanbayev,160C,"Ankara Restoranı, 7-ci mikrorayon","40.429475,49.849802",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Gefest Azerbaijan,,,2.0,,0,Qurğu və texnologiyalar | Məişət texnikası | Ev və məişət | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/gefestaz/,,,Bakı,Qaradağ,Xocəsən yolu,57,"Abşeron T/M, Sıra 1, Korpus 17, m.13","40.326459,49.766835",mon: 09:30-16:00; tue: 09:30-16:00; wed: 09:30-16:00; thu: 09:30-16:00; fri: 09:30-16:00; sat: 09:30-16:00; sun: 09:30-16:00,1
Rəmzioğlu Paxlava,+994708080800,https://ramzioglu.az/,10.0,,0,Restoran və kafelər | Şirniyyat dükanı | İstirahət və əyləncə | Əyləncə | Şirniyyat dükanı,Restoran və kafelər,True,https://www.instagram.com/ramziogluaz/,,,Bakı,Nəsimi,Bülbül prospekti,57L,,"40.376676,49.842754",mon: 09:00-22:00; tue: 09:00-22:00; wed: 09:00-22:00; thu: 09:00-22:00; fri: 09:00-22:00; sat: 09:00-22:00; sun: 09:00-22:00,3
Xcross,,,5.0,,0,Moda və stil | Kişi geyimləri | Kişi ayaqqabıları,Moda və stil,True,,,,Bakı,Nəsimi,Süleyman Rüstəm,15,,"40.381663,49.844663",mon: 11:00-21:00; tue: 11:00-21:00; wed: 11:00-21:00; thu: 11:00-21:00; fri: 11:00-21:00; sat: 11:00-21:00; sun: 11:00-21:00,1
Art Style Coffee Italy,+994502321057,,4.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,,,,Bakı,Nərimanov,Atatürk prospekti,98,,"40.408726,49.848607",mon: 08:30-23:00; tue: 08:30-23:00; wed: 08:30-23:00; thu: 08:30-23:00; fri: 08:30-23:00; sat: 08:30-23:00; sun: 08:30-23:00,1
TT Silver,,,3.0,,0,Moda və stil | Qadın aksesuarları | Kişi aksesuarları,Moda və stil,True,https://www.instagram.com/p/DIJ_1MfCysA/,,,Bakı,Nizami,Şəmsi Bədəlbəyli,126,,"40.378494,49.847698",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Desigual,,,3.0,,0,"Moda və stil | Qadın geyimləri | Saat və zinyat əşyaları | Çantalar, baqaj, çətir",Moda və stil,True,https://www.instagram.com/desigualazerbaijan/,,,Bakı,Səbail,Zarifa Aliyeva,23,,"40.370458,49.842889",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
AZDO,+994502134716,https://azdo.az/az-Latn/,3.0,,0,İş və təhsil | İş və təhsil üçün alətlər | İş və təhsil üçün məhsullar,İş və təhsil,True,,,,Bakı,Səbail,Online mağaza,,,"40.378009,49.85344",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Moon and Sun,,,10.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/ucuz_perdeler_/,,,Bakı,Nərimanov,Heydər Əliyev prostekti,101a,,"40.401115,49.877102",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
He & She accessories,+994706600200,,5.0,,0,Moda və stil | Qadın aksesuarları,Moda və stil,True,https://www.instagram.com/heandshe.az/,,,Bakı,Nəsimi,Süleyman Rüstəm,16,,"40.381756,49.844623",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
Like Mobile,,,2.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/likemobile.az/,,,Bakı,Yasamal,Zahid Xəlilov,30A,53 saylı tam orta məktəbin qarşısı,"40.378053,49.811715",mon: 10:00-00:00; tue: 10:00-00:00; wed: 10:00-00:00; thu: 10:00-00:00; fri: 10:00-00:00; sat: 10:00-00:00; sun: 10:00-00:00,1
Gold  Electronics,,,1.5,,0,Qurğu və texnologiyalar | TV və video | Telefon və Cihazlar | Məişət texnikası | Ev və məişət | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/goldelectronics.az/,,,Bakı,Nizami,Rüstəm Rüstəmov,167C,,"40.410096,49.941013",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
DARAQ Hair Salon,,,2.0,,0,Gözəllik və sağlamlıq | İdman və gözəllik xidmətləri | Bərbərxanalar,Gözəllik və sağlamlıq,True,https://www.instagram.com/daraq.az/,,,Bakı,Nəsimi,Şamil Əzizbəyov,133,,"40.379765,49.838993",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Lumegrand,,,1.0,,0,"Ev və məişət | İşıqlandırma və elektrik | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/lumegrand/,,,Bakı,Yasamal,N.Nərimanov pr.,127,,"40.375696,49.823749",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 11:00-19:00,4
Güvən Optika,+994773465757,,10.0,,0,Gözəllik və sağlamlıq | Optika,Gözəllik və sağlamlıq,True,https://www.instagram.com/guven.optika/,,,Bakı,Xəzər,Serqey Yesenin,,,"40.486849,50.165039",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,1
Rayda,+994123100311,https://rayda.az/,1.0,,0,Gəzinti və səyahətlər | Turlar | Biletlər | Otellər | Viza dəstəyi,Gəzinti və səyahətlər,True,https://www.instagram.com/raydatravel/,https://www.facebook.com/RaydaTourOperator,,Bakı,Xətai,Afiyəddin Cəlilov,20,Azure Business Center-in yaxınlığı,"40.378415,49.872151",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 11:00-16:00,1
Cahid İnşaat,,,2.0,,0,Ev və məişət | Tikinti,Ev və məişət,True,https://www.instagram.com/kafel_cahidinsaat?igsh=dnYybnpraDZib2Qx,,,Bakı,Qaradağ,Xocəsənə yolu,57,"Lökbatan, Abşeron T/M sıra 2, korpus 7, mağaza 13-14-15","40.321256,49.760776",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Bonza,,,5.0,,0,Uşaq və analara | Uşaq oyunları və oyuncaqlar,Uşaq və analara,True,https://www.instagram.com/bonza.az/,,,Bakı,Nizami,Rizvan Teymurov,36,,"40.420354,49.936183",mon: 11:00-18:00; tue: 11:00-18:00; wed: 11:00-18:00; thu: 11:00-18:00; fri: 11:00-18:00; sat: 11:00-18:00; sun: 11:00-18:00,1
Ütü Tost,,,3.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/ututost.az/,,,Bakı,Nəsimi,Puşkin,13D,28 May metrosu yaxınlığı,"40.377701,49.852505",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Sleep&Bed,,https://www.sleepandbed.az/,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/sleepandbed.az/,https://www.facebook.com/sleepandbed.az,,Bakı,Nərimanov,Təbriz,34,,"40.389678,49.854282",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Cafe Mimi,,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Its Tour,,,1.0,,0,Gəzinti və səyahətlər | Turlar | Biletlər | Viza dəstəyi,Gəzinti və səyahətlər,True,https://www.instagram.com/its.tour.az/,,,Bakı,Xətai,Mərkəzi bulvar,,,"40.384137,49.886446",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-16:00,1
Paradise  Music,,,2.0,,0,"İstirahət və əyləncə | Hobbi, kitablar | Musiqi alətləri",İstirahət və əyləncə,True,https://www.instagram.com/musiqi_aletleri_paradisemusic/,,,Bakı,Xətai,Məzahir Rüstəmov,191E,,"40.382813,49.962006",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
RE-taş inşaat market,,,10.0,,0,Ev və məişət | Pəncərə və qapılar | Santexnika və su təchizatı | İstilik təchizatı və isti döşəmə | İşıqlandırma və elektrik | Tikinti | Sauna və hamam aksesuarları | Alət,Ev və məişət,True,https://www.instagram.com/re_tas_insaatmarket/,https://www.facebook.com/people/RE-ta%C5%9F-%C4%B0n%C5%9Faat-Market/100077704903532/?locale=km_KH,,Bakı,Nəsimi,Xətai prospekti,32,,"40.389516,49.859923",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,4
Diplomat,,,2.0,,0,Moda və stil | Kişi geyimləri,Moda və stil,True,https://www.instagram.com/diplomat_baku/,,,Bakı,Nərimanov,Fətəli Xan Xoyski,111A,,"40.404196,49.865852",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Lady Sharm,,,2.0,,0,Moda və stil | Qadın geyimləri | Qadın ayaqqabıları | Qadın aksesuarları,Moda və stil,True,https://www.instagram.com/ladysharm.official/,https://www.facebook.com/ladysharm.az,,Bakı,Nərimanov,Təbriz,,N.Nərimanov m/s çıxışı Metroparkla üzbəüz,"40.403701,49.87204",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Hart,+994553115209,,2.0,,0,Moda və stil | Qadın ayaqqabıları | Kişi geyimləri | Kişi aksesuarları,Moda və stil,True,https://www.instagram.com/hart.sport/,,,Bakı,Yasamal,Abbas Mirzə Şərifzadə,,Kolorit restoranın altı,"40.391328,49.802961",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Komfort Telekom,,,2.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/komfort_telekom/,,,Bakı,Nəsimi,Füzuli,73,,"40.379375,49.845478",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Cafe Mimi,,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Ecosil,+994552772507,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Da Flowers,,,2.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/daflowers.az/,,,Bakı,Nəsimi,Səməd Vurğun,238,,"40.40061,49.832077",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Hunter Joshgun,,,3.0,,0,İstirahət və əyləncə | İdman və aktiv istirahət | Ov üçün mallar,İstirahət və əyləncə,True,https://www.instagram.com/ovcularevi/,,,Bakı,Nəsimi,Xəqani,86,,"40.376113,49.854057",mon: 10:00-18:00; tue: 10:00-18:00; wed: 10:00-18:00; thu: 10:00-18:00; fri: 10:00-18:00; sat: 10:00-18:00; sun: 10:00-18:00,1
Gamemax,,,2.0,,0,Qurğu və texnologiyalar | Kompyuter texnikası və proqram təminatı,Qurğu və texnologiyalar,True,https://www.instagram.com/gamemax.az/,,,Bakı,Nəsimi,Süleyman Rəhimov,,Nikola Tesla heykəli ilə üzbəüz,"40.380298,49.846845",mon: 11:00-19:00; tue: 11:00-19:00; wed: 11:00-19:00; thu: 11:00-19:00; fri: 11:00-19:00; sat: 11:00-19:00; sun: 11:00-19:00,1
Luxury  Silver,,,5.0,,0,Moda və stil | Qadın aksesuarları,Moda və stil,True,https://www.instagram.com/luxurysilver.az/,,,Bakı,Nəsimi,28 May,36,,"40.377023,49.849183",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Zığ İnşaat,,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/zig_insaat/,,,Bakı,Suraxanı,İdris Süleymanov,147,,"40.374272,49.995073",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00,1
Game Note,,https://gamenotebaku.az/,5.0,,0,Qurğu və texnologiyalar | Kompyuter texnikası və proqram təminatı,Qurğu və texnologiyalar,True,https://www.instagram.com/gamenotebaku/,,,Bakı,Səbail,Bülbül prospekti,58D,,"40.379447,49.841946",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 11:00-18:00; sun: 11:00-18:00,1
Kveli Gastronom,,,2.0,,0,Supermarketlər,Supermarketlər,True,https://www.instagram.com/kveli_gastronom/?hl=en,,,Bakı,Suraxanı,Səmədbəy Mehmandarov,32,,"40.345232,49.810619",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,1
Lalələr Flower Boutique,+994706353344,,10.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/lalelerboutique/,,,Bakı,Səbail,Rəşid Behbudov,,Sahil metro stansiyası yaxınlığı,"40.374576,49.84671",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Coffee Life,,,3.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/coffeelife_baku/,,,Bakı,Səbail,İstiqlaliyyət 47 və Zərgərpalan 3A küçələrinin kəsişməsi,47|3A,,"40.368756,49.83293",mon: 08:00-02:00; tue: 08:00-02:00; wed: 08:00-02:00; thu: 08:00-02:00; fri: 08:00-02:00; sat: 08:00-02:00; sun: 08:00-02:00,1
DreamStar,,,2.0,,0,Qurğu və texnologiyalar | TV və video,Qurğu və texnologiyalar,True,,,,Bakı,Qaradağ,Şirniyyat,5,"Sədərək T.M. Şirniyyat bazarı , sıra 5 , mağaza 33","40.330046,49.781675",sat: 09:00-17:00; sun: 09:00-17:00; mon: 09:00-17:00; tue: 09:00-17:00; wed: 09:00-17:00; thu: 09:00-17:00; fri: 09:00-17:00,1
Samiloglu Silver,,,2.0,,0,Moda və stil | Saat və zinyat əşyaları,Moda və stil,True,https://www.instagram.com/toptan_gumus_/,,,Bakı,Binəqədi,Cavadxan,40,,"40.378009,49.85344",mon: 10:30-20:00; tue: 10:30-20:00; wed: 10:30-20:00; thu: 10:30-20:00; fri: 10:30-20:00; sat: 10:30-20:00; sun: 10:30-20:00,1
Hazz Dönər,+994554600087,,4.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/hazz.doner/,https://www.facebook.com/profile.php?id=61565342994892,,Bakı,Xətai,Sabit Orucov,12,,"40.379903,49.865965",mon: 11:00-01:00; tue: 11:00-01:00; wed: 11:00-01:00; thu: 11:00-01:00; fri: 11:00-01:00; sat: 11:00-01:00; sun: 11:00-01:00,1
Nəsiboğlu Avto,,,1.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtomobillər üçün aksessuarlar","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/nesiboglu_avto/,https://www.facebook.com/people/Nesiboglu-avto/,,Bakı,Xətai,Babək pr.,52S,Avto Mall 2-ci sıra,"40.393725,49.937481",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Şəhanə Hair Studio,,,2.0,,0,Gözəllik və sağlamlıq | İdman və gözəllik xidmətləri | Gözəllik və sağlamlıq | İdman və gözəllik xidmətləri,Gözəllik və sağlamlıq,True,https://www.instagram.com/sahane.qaynaq/,,,Bakı,Nərimanov,Həsən Əliyev,117A,,"40.403575,49.854028",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,2
Fov.az,,,3.0,,0,Qurğu və texnologiyalar | Məişət texnikası | Ev və məişət | Məişət texnikası | Məişət ventilyasiya,Ev və məişət,True,https://www.instagram.com/fov.az/,,,Bakı,Nərimanov,Fətəli Xan Xoyski,184G,,"40.405174,49.868738",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Mitsubishi Electric,,,2.0,,0,Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | TV və video | Məişət texnikası | Ev və məişət | Məişət texnikası | Sobalar,Qurğu və texnologiyalar,True,,,,Bakı,Qaradağ,Lökbatan qəsəbəsi,,"Şirniyyat bazarı, sıra 3, mağaza 35-37","40.329927,49.782707",mon: 09:00-17:00; tue: 09:00-17:00; wed: 09:00-17:00; thu: 09:00-17:00; fri: 09:00-17:00; sat: 09:00-17:00; sun: 09:00-17:00,1
Mətin İnşaat,,,2.0,,0,Ev və məişət | Santexnika və su təchizatı | Sauna və hamam aksesuarları,Ev və məişət,True,https://www.instagram.com/hamam_aksesuarlari_metin/,,,Bakı,Nizami,Qara Qarayev prospekti,108,,"40.401792,49.94874",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
Lusso Perfume Gallery,,,10.0,,0,Gözəllik və sağlamlıq | Parfümeriya,Gözəllik və sağlamlıq,True,https://www.instagram.com/lussogallery,,,Bakı,Yasamal,Salatın Əsgərova,,Nizami Mall 3-cü mərtəbə,"40.378675,49.830643",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Aga Servis,,,2.0,,0,Qurğu və texnologiyalar | Kompyuter texnikası və proqram təminatı,Qurğu və texnologiyalar,True,https://www.instagram.com/aga.servis/,,,Bakı,Nəsimi,28 May,40,,"40.377321,49.849854",mon: 11:00-19:00; tue: 11:00-19:00; wed: 11:00-19:00; thu: 11:00-19:00; fri: 11:00-19:00; sat: 11:00-19:00; sun: 11:00-19:00,1
Bompani Azerbaijan,,https://ekobomgroup.com/,2.0,,0,Qurğu və texnologiyalar | Məişət texnikası | Ev və məişət | Məişət texnikası,Ev və məişət,True,https://www.instagram.com/bompani_azerbaijan/,,,Bakı,Nəsimi,Nəsibbəy Yusifbəyli,42C,,"40.39706,49.834038",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,2
Dental Elegance,,,5.0,,0,Gözəllik və sağlamlıq | Tibb mərkəzləri və klinikalar | Diş həkimi,Gözəllik və sağlamlıq,True,,,,Bakı,Nəsimi,Ruhulla Axundov,8,,"40.384391,49.844338",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Mollis Beauty,,,8.0,,0,Gözəllik və sağlamlıq | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/mollisbeauty.atelier/,,,Bakı,Yasamal,Cəlil Məmmədquluzadə,25A,,"40.382073,49.832092",mon: 11:00-19:00; tue: 11:00-19:00; wed: 11:00-19:00; thu: 11:00-19:00; fri: 11:00-19:00; sat: 11:00-19:00; sun: 11:00-19:00,1
